index,continent,CNT,PV1MATH,ST57Q01
"(-5.95, -4.573](0.936, 2.313]",Europe,Sweden,482.253549003,3.61172529313
"(-5.95, -4.573](0.936, 2.313]",Europe,Switzerland,521.254524854,4.05541042211
"(-5.95, -4.573](0.936, 2.313]",Europe,Turkey,449.042730275,4.23499031633
"(-5.95, -4.573](0.936, 2.313]",North America,Canada,511.552912643,4.82856096668
"(-5.95, -4.573](0.936, 2.313]",North America,Mexico,418.954876805,5.39487767584
"(-5.95, -4.573](0.936, 2.313]",Oceania,Australia,495.531316251,5.73206656173
"(-5.95, -4.573](0.936, 2.313]",Oceania,New Zealand,504.225576299,4.25820730358
"(-5.95, -4.573](0.936, 2.313]",South America,Argentina,396.504005396,3.67573964497
"(-5.95, -4.573](0.936, 2.313]",South America,Brazil,382.970044388,3.43047168986
"(-5.95, -4.573](0.936, 2.313]",South America,Chile,444.905064474,3.78660988881
"(-5.95, -4.573](0.936, 2.313]",South America,Colombia,386.596485128,5.40238365494
"(-5.95, -4.573](0.936, 2.313]",South America,Peru,367.86184841,5.45812941816
"(-5.95, -4.573](0.936, 2.313]",South America,Uruguay,411.536194484,4.68555699482
"(-5.95, -4.573](2.313, 3.69]",Africa,Tunisia,356.150673801,2.88524590164
"(-5.95, -4.573](2.313, 3.69]",Asia,Indonesia,350.029643602,3.93951612903
"(-5.95, -4.573](2.313, 3.69]",Asia,Israel,296.302633333,5.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Jordan,353.866604938,4.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Kazakhstan,407.9244,3.0
"(-5.95, -4.573](2.313, 3.69]",Asia,Malaysia,361.72885,2.89285714286
"(-5.95, -4.573](2.313, 3.69]",Asia,Qatar,305.9647375,1.25
"(-5.95, -4.573](2.313, 3.69]",Asia,Singapore,425.048066667,1.5
"(-5.95, -4.573](2.313, 3.69]",Asia,Thailand,403.074967361,4.19101123596
"(-5.95, -4.573](2.313, 3.69]",Asia,Vietnam,460.51506148,4.30434782609
"(-5.95, -4.573](2.313, 3.69]",Central America,Costa Rica,359.948281679,2.66265060241
"(-5.95, -4.573](2.313, 3.69]",Europe,Austria,315.12695,
"(-5.95, -4.573](2.313, 3.69]",Europe,Belgium,323.630366667,3.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Bulgaria,324.756579167,3.14285714286
"(-5.95, -4.573](2.313, 3.69]",Europe,Croatia,278.90635,3.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Denmark,377.2083,5.75
"(-5.95, -4.573](2.313, 3.69]",Europe,Finland,336.937225,2.0
"(-5.95, -4.573](2.313, 3.69]",Europe,France,353.8012,
"(-5.95, -4.573](2.313, 3.69]",Europe,Germany,359.6432,
"(-5.95, -4.573](2.313, 3.69]",Europe,Greece,315.85138,1.66666666667
"(-5.95, -4.573](2.313, 3.69]",Europe,Hungary,311.42705,2.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Ireland,398.27855,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Italy,426.00872,2.33333333333
"(-5.95, -4.573](2.313, 3.69]",Europe,Latvia,392.047,
"(-5.95, -4.573](2.313, 3.69]",Europe,Lithuania,373.97572,5.66666666667
"(-5.95, -4.573](2.313, 3.69]",Europe,Luxembourg,453.661,0.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Montenegro,315.224325,1.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Netherlands,472.6671,
"(-5.95, -4.573](2.313, 3.69]",Europe,Norway,423.20455,0.5
"(-5.95, -4.573](2.313, 3.69]",Europe,Portugal,332.4194,0.333333333333
"(-5.95, -4.573](2.313, 3.69]",Europe,Romania,367.902767857,6.52941176471
"(-5.95, -4.573](2.313, 3.69]",Europe,Spain,328.115725,2.0
"(-5.95, -4.573](2.313, 3.69]",Europe,Sweden,351.4644,
"(-5.95, -4.573](2.313, 3.69]",Europe,Switzerland,356.9559,0.5
"(-5.95, -4.573](2.313, 3.69]",Europe,Turkey,378.816912121,3.38554216867
"(-5.95, -4.573](2.313, 3.69]",North America,Canada,394.2281,1.0
"(-5.95, -4.573](2.313, 3.69]",North America,Mexico,371.093113576,4.04990757856
"(-5.95, -4.573](2.313, 3.69]",Oceania,Australia,421.15335,7.75
"(-5.95, -4.573](2.313, 3.69]",South America,Argentina,334.16809,2.84210526316
"(-5.95, -4.573](2.313, 3.69]",South America,Brazil,339.32996,3.18934911243
"(-5.95, -4.573](2.313, 3.69]",South America,Chile,347.679477273,4.2
"(-5.95, -4.573](2.313, 3.69]",South America,Colombia,332.063952963,3.79411764706
"(-5.95, -4.573](2.313, 3.69]",South America,Peru,304.418704437,4.64
"(-5.95, -4.573](2.313, 3.69]",South America,Uruguay,334.827591667,4.8
"(-4.573, -3.196](-4.573, -3.196]",Africa,Tunisia,361.379369957,3.3126984127
"(-4.573, -3.196](-4.573, -3.196]",Asia,Indonesia,361.700953388,4.59988485895
"(-4.573, -3.196](-4.573, -3.196]",Asia,Israel,378.467303061,4.88
"(-4.573, -3.196](-4.573, -3.196]",Asia,Japan,483.500311538,2.0
"(-4.573, -3.196](-4.573, -3.196]",Asia,Jordan,347.013736237,3.86311787072
"(-4.573, -3.196](-4.573, -3.196]",Asia,Kazakhstan,382.646778992,7.55555555556
"(-4.573, -3.196](-4.573, -3.196]",Asia,Malaysia,387.293369927,3.74038461538
"(-4.573, -3.196](-4.573, -3.196]",Asia,Qatar,319.921995946,3.15463917526
"(-4.573, -3.196](-4.573, -3.196]",Asia,Singapore,491.804203145,6.82352941176
"(-4.573, -3.196](-4.573, -3.196]",Asia,Thailand,406.309260555,4.83956492182
"(-4.573, -3.196](-4.573, -3.196]",Asia,Vietnam,490.111905464,5.12868047983
"(-4.573, -3.196](-4.573, -3.196]",Central America,Costa Rica,375.28383978,3.02357836338
"(-4.573, -3.196](-4.573, -3.196]",Europe,Austria,401.738333333,3.2
"(-4.573, -3.196](-4.573, -3.196]",Europe,Belgium,430.074639655,4.19047619048
"(-4.573, -3.196](-4.573, -3.196]",Europe,Bulgaria,353.632855906,2.98550724638
"(-4.573, -3.196](-4.573, -3.196]",Europe,Croatia,415.29464527,4.6914893617
"(-4.573, -3.196](-4.573, -3.196]",Europe,Czech Republic,394.821547619,1.5
"(-4.573, -3.196](-4.573, -3.196]",Europe,Denmark,405.691064762,3.59375
"(-4.573, -3.196](-4.573, -3.196]",Europe,Estonia,441.531842857,4.375
"(-4.573, -3.196](-4.573, -3.196]",Europe,Finland,394.370874167,3.05479452055
"(-4.573, -3.196](-4.573, -3.196]",Europe,France,398.237311765,3.04761904762
"(-4.573, -3.196](-4.573, -3.196]",Europe,Germany,405.716692727,4.13793103448
"(-4.573, -3.196](-4.573, -3.196]",Europe,Greece,382.01665977,3.78813559322
"(-4.573, -3.196](-4.573, -3.196]",Europe,Hungary,387.469151205,3.88659793814
"(-4.573, -3.196](-4.573, -3.196]",Europe,Iceland,319.3527,
"(-4.573, -3.196](-4.573, -3.196]",Europe,Ireland,402.953983721,4.9375
"(-4.573, -3.196](-4.573, -3.196]",Europe,Italy,410.37036075,5.32686084142
"(-4.573, -3.196](-4.573, -3.196]",Europe,Latvia,424.637378947,5.2
"(-4.573, -3.196](-4.573, -3.196]",Europe,Liechtenstein,458.35018,1.66666666667
"(-4.573, -3.196](-4.573, -3.196]",Europe,Lithuania,388.934296154,4.921875
"(-4.573, -3.196](-4.573, -3.196]",Europe,Luxembourg,423.223526545,3.56684491979
"(-4.573, -3.196](-4.573, -3.196]",Europe,Montenegro,353.82664898,3.11111111111
"(-4.573, -3.196](-4.573, -3.196]",Europe,Netherlands,453.762415094,5.31818181818
"(-4.573, -3.196](-4.573, -3.196]",Europe,Norway,355.426359091,2.375
"(-4.573, -3.196](-4.573, -3.196]",Europe,Poland,445.557063462,6.66666666667
"(-4.573, -3.196](-4.573, -3.196]",Europe,Portugal,424.938558114,2.83291139241
"(-4.573, -3.196](-4.573, -3.196]",Europe,Romania,390.722269549,4.73456790123
"(-4.573, -3.196](-4.573, -3.196]",Europe,Serbia,391.591156589,4.925
"(-4.573, -3.196](-4.573, -3.196]",Europe,Slovenia,419.009417143,3.13636363636
"(-4.573, -3.196](-4.573, -3.196]",Europe,Spain,421.995177351,4.9420970266
"(-4.573, -3.196](-4.573, -3.196]",Europe,Sweden,377.4913,3.4375
"(-4.573, -3.196](-4.573, -3.196]",Europe,Switzerland,430.163578667,3.53125
"(-4.573, -3.196](-4.573, -3.196]",Europe,Turkey,419.782718827,4.26686884003
"(-4.573, -3.196](-4.573, -3.196]",North America,Canada,434.154732353,4.16666666667
"(-4.573, -3.196](-4.573, -3.196]",North America,Mexico,393.945467348,4.66183256427
"(-4.573, -3.196](-4.573, -3.196]",Oceania,Australia,404.777365909,3.60563380282
"(-4.573, -3.196](-4.573, -3.196]",Oceania,New Zealand,391.126813953,4.34615384615
"(-4.573, -3.196](-4.573, -3.196]",South America,Argentina,348.123616435,3.15863453815
"(-4.573, -3.196](-4.573, -3.196]",South America,Brazil,354.106134231,3.10651361452
"(-4.573, -3.196](-4.573, -3.196]",South America,Chile,372.054318949,3.08533916849
"(-4.573, -3.196](-4.573, -3.196]",South America,Colombia,352.113452495,4.47718773373
"(-4.573, -3.196](-4.573, -3.196]",South America,Peru,321.910000723,4.75297113752
"(-4.573, -3.196](-4.573, -3.196]",South America,Uruguay,366.486462385,4.27617602428
"(-4.573, -3.196](-3.196, -1.819]",Africa,Tunisia,373.04860319,3.47587131367
"(-4.573, -3.196](-3.196, -1.819]",Asia,Indonesia,369.181857054,4.86527777778
"(-4.573, -3.196](-3.196, -1.819]",Asia,Israel,410.491111589,4.33785822021
"(-4.573, -3.196](-3.196, -1.819]",Asia,Japan,503.350329717,2.94122137405
"(-4.573, -3.196](-3.196, -1.819]",Asia,Jordan,366.528415076,3.94314381271
"(-4.573, -3.196](-3.196, -1.819]",Asia,Kazakhstan,412.801379957,7.73519163763
"(-4.573, -3.196](-3.196, -1.819]",Asia,Malaysia,402.787906424,4.24898373984
"(-4.573, -3.196](-3.196, -1.819]",Asia,Qatar,333.205313503,3.55614973262
"(-4.573, -3.196](-3.196, -1.819]",Asia,Singapore,530.563672829,8.16968477532
"(-4.573, -3.196](-3.196, -1.819]",Asia,Thailand,415.701487486,5.24121460252
"(-4.573, -3.196](-3.196, -1.819]",Asia,Vietnam,502.339300137,5.5890459364
"(-4.573, -3.196](-3.196, -1.819]",Central America,Costa Rica,389.630662871,3.19241341396
"(-4.573, -3.196](-3.196, -1.819]",Europe,Austria,465.764937749,4.01526717557
"(-4.573, -3.196](-3.196, -1.819]",Europe,Belgium,477.662752105,4.46647847565
"(-4.573, -3.196](-3.196, -1.819]",Europe,Bulgaria,406.066972799,4.56119402985
"(-4.573, -3.196](-3.196, -1.819]",Europe,Croatia,448.902970389,5.20646319569
"(-4.573, -3.196](-3.196, -1.819]",Europe,Czech Republic,466.692810693,2.63961038961
"(-4.573, -3.196](-3.196, -1.819]",Europe,Denmark,440.840238919,4.37819905213
"(-4.573, -3.196](-3.196, -1.819]",Europe,Estonia,496.034123375,6.66056166056
"(-4.573, -3.196](-3.196, -1.819]",Europe,Finland,462.786058056,2.64742917104
"(-4.573, -3.196](-3.196, -1.819]",Europe,France,449.199557984,4.21759259259
"(-4.573, -3.196](-3.196, -1.819]",Europe,Germany,469.31447262,4.23323170732
"(-4.573, -3.196](-3.196, -1.819]",Europe,Greece,421.255616065,4.28772802653
"(-4.573, -3.196](-3.196, -1.819]",Europe,Hungary,448.382603363,5.29312977099
"(-4.573, -3.196](-3.196, -1.819]",Europe,Iceland,449.228441404,3.88571428571
"(-4.573, -3.196](-3.196, -1.819]",Europe,Ireland,461.627643161,6.29443838604
"(-4.573, -3.196](-3.196, -1.819]",Europe,Italy,462.533677155,7.03531300161
"(-4.573, -3.196](-3.196, -1.819]",Europe,Latvia,463.739587718,5.77818181818
"(-4.573, -3.196](-3.196, -1.819]",Europe,Liechtenstein,484.508364815,2.94444444444
"(-4.573, -3.196](-3.196, -1.819]",Europe,Lithuania,445.282917764,5.99464763604
"(-4.573, -3.196](-3.196, -1.819]",Europe,Luxembourg,443.350869568,3.82876064333
"(-4.573, -3.196](-3.196, -1.819]",Europe,Montenegro,382.721634946,4.02116850127
"(-4.573, -3.196](-3.196, -1.819]",Europe,Netherlands,477.867878402,5.19133574007
"(-4.573, -3.196](-3.196, -1.819]",Europe,Norway,453.123410333,3.9689119171
"(-4.573, -3.196](-3.196, -1.819]",Europe,Poland,487.769558326,6.30385164051
"(-4.573, -3.196](-3.196, -1.819]",Europe,Portugal,457.757935745,3.31565906838
"(-4.573, -3.196](-3.196, -1.819]",Europe,Romania,421.955640556,6.42752397067
"(-4.573, -3.196](-3.196, -1.819]",Europe,Serbia,425.38554046,4.23215523216
"(-4.573, -3.196](-3.196, -1.819]",Europe,Slovenia,451.728765412,3.25057471264
"(-4.573, -3.196](-3.196, -1.819]",Europe,Spain,464.538053406,5.62371934182
"(-4.573, -3.196](-3.196, -1.819]",Europe,Sweden,442.003128224,2.95730706076
"(-4.573, -3.196](-3.196, -1.819]",Europe,Switzerland,481.760582747,3.73467284905
"(-4.573, -3.196](-3.196, -1.819]",Europe,Turkey,433.874963323,4.2472815143
"(-4.573, -3.196](-3.196, -1.819]",North America,Canada,473.877830759,3.77605692758
"(-4.573, -3.196](-3.196, -1.819]",North America,Mexico,405.755711921,5.11766385835
"(-4.573, -3.196](-3.196, -1.819]",Oceania,Australia,445.896967471,4.11486146096
"(-4.573, -3.196](-3.196, -1.819]",Oceania,New Zealand,450.489118786,3.13774834437
"(-4.573, -3.196](-3.196, -1.819]",South America,Argentina,371.013197565,3.32067281606
"(-4.573, -3.196](-3.196, -1.819]",South America,Brazil,367.773340936,3.19197880284
"(-4.573, -3.196](-3.196, -1.819]",South America,Chile,400.121659686,3.22864450128
"(-4.573, -3.196](-3.196, -1.819]",South America,Colombia,370.513770449,5.01253405995
"(-4.573, -3.196](-3.196, -1.819]",South America,Peru,350.205263972,5.26146449704
"(-4.573, -3.196](-3.196, -1.819]",South America,Uruguay,387.593941211,4.46336633663
"(-4.573, -3.196](-1.819, -0.441]",Africa,Tunisia,384.858915725,3.53428571429
"(-4.573, -3.196](-1.819, -0.441]",Asia,Indonesia,375.700583459,4.98244570068
"(-4.573, -3.196](-1.819, -0.441]",Asia,Israel,457.941947465,4.60141313383
"(-4.573, -3.196](-1.819, -0.441]",Asia,Japan,533.879036831,3.71243941842
"(-4.573, -3.196](-1.819, -0.441]",Asia,Jordan,382.61046081,4.20738088681
"(-4.573, -3.196](-1.819, -0.441]",Asia,Kazakhstan,430.623381441,8.78493723849
"(-4.573, -3.196](-1.819, -0.441]",Asia,Malaysia,420.244337405,4.74378585086
"(-4.573, -3.196](-1.819, -0.441]",Asia,Qatar,370.040517172,4.17572062084
"(-4.573, -3.196](-1.819, -0.441]",Asia,Singapore,562.734897279,9.04663372452
"(-4.573, -3.196](-1.819, -0.441]",Asia,Thailand,433.041594204,5.76293103448
"(-4.573, -3.196](-1.819, -0.441]",Asia,Vietnam,509.231046694,5.75213404995
"(-4.573, -3.196](-1.819, -0.441]",Central America,Costa Rica,403.295012945,3.36915013104
"(-4.573, -3.196](-1.819, -0.441]",Europe,Austria,498.047749625,4.39125200642
"(-4.573, -3.196](-1.819, -0.441]",Europe,Belgium,506.174898344,5.1504358655
"(-4.573, -3.196](-1.819, -0.441]",Europe,Bulgaria,431.263671735,5.25708737864
"(-4.573, -3.196](-1.819, -0.441]",Europe,Croatia,463.605143047,5.71782682513
"(-4.573, -3.196](-1.819, -0.441]",Europe,Czech Republic,509.182284896,3.06201022147
"(-4.573, -3.196](-1.819, -0.441]",Europe,Denmark,471.180606597,4.35469314079
"(-4.573, -3.196](-1.819, -0.441]",Europe,Estonia,512.834287266,6.87802907916
"(-4.573, -3.196](-1.819, -0.441]",Europe,Finland,494.796839294,2.83508508509
"(-4.573, -3.196](-1.819, -0.441]",Europe,France,491.947497536,4.96384089996
"(-4.573, -3.196](-1.819, -0.441]",Europe,Germany,503.681176691,4.61767782427
"(-4.573, -3.196](-1.819, -0.441]",Europe,Greece,440.442587556,4.81434108527
"(-4.573, -3.196](-1.819, -0.441]",Europe,Hungary,474.92361737,6.16221374046
"(-4.573, -3.196](-1.819, -0.441]",Europe,Iceland,473.163323777,3.89927404719
"(-4.573, -3.196](-1.819, -0.441]",Europe,Ireland,489.073334995,7.16237314598
"(-4.573, -3.196](-1.819, -0.441]",Europe,Italy,483.997546161,8.04888224672
"(-4.573, -3.196](-1.819, -0.441]",Europe,Latvia,490.955106942,6.37371240214
"(-4.573, -3.196](-1.819, -0.441]",Europe,Liechtenstein,528.311915789,3.07092198582
"(-4.573, -3.196](-1.819, -0.441]",Europe,Lithuania,471.66558507,6.53645224172
"(-4.573, -3.196](-1.819, -0.441]",Europe,Luxembourg,471.25330032,4.3363561418
"(-4.573, -3.196](-1.819, -0.441]",Europe,Montenegro,401.793414517,4.18769470405
"(-4.573, -3.196](-1.819, -0.441]",Europe,Netherlands,509.007944839,5.69822222222
"(-4.573, -3.196](-1.819, -0.441]",Europe,Norway,479.571332085,4.47609659931
"(-4.573, -3.196](-1.819, -0.441]",Europe,Poland,506.946237817,6.52738336714
"(-4.573, -3.196](-1.819, -0.441]",Europe,Portugal,472.308205949,3.51647612643
"(-4.573, -3.196](-1.819, -0.441]",Europe,Romania,438.971821464,6.98176814585
"(-4.573, -3.196](-1.819, -0.441]",Europe,Serbia,439.618810909,4.26684636119
"(-4.573, -3.196](-1.819, -0.441]",Europe,Slovenia,474.791999815,3.38341968912
"(-4.573, -3.196](-1.819, -0.441]",Europe,Spain,485.219530267,5.97626090254
"(-4.573, -3.196](-1.819, -0.441]",Europe,Sweden,470.095437362,3.39052725648
"(-4.573, -3.196](-1.819, -0.441]",Europe,Switzerland,509.596090063,3.98264190245
"(-4.573, -3.196](-1.819, -0.441]",Europe,Turkey,446.759874793,4.22580645161
"(-4.573, -3.196](-1.819, -0.441]",North America,Canada,496.742839326,4.37523709168
"(-4.573, -3.196](-1.819, -0.441]",North America,Mexico,414.808001706,5.30895190867
"(-4.573, -3.196](-1.819, -0.441]",Oceania,Australia,482.965386449,5.29896329504
"(-4.573, -3.196](-1.819, -0.441]",Oceania,New Zealand,494.051256524,3.98913043478
"(-4.573, -3.196](-1.819, -0.441]",South America,Argentina,389.491958017,3.59193121693
"(-4.573, -3.196](-1.819, -0.441]",South America,Brazil,379.70060012,3.37530529172
"(-4.573, -3.196](-1.819, -0.441]",South America,Chile,420.83819064,3.42038619816
"(-4.573, -3.196](-1.819, -0.441]",South America,Colombia,384.089074578,5.33533630549
"(-4.573, -3.196](-1.819, -0.441]",South America,Peru,363.566195325,5.41173120729
"(-4.573, -3.196](-1.819, -0.441]",South America,Uruguay,402.738721674,4.64066951567
"(-4.573, -3.196](-0.441, 0.936]",Africa,Tunisia,388.106789926,3.54653828519
"(-4.573, -3.196](-0.441, 0.936]",Asia,Indonesia,376.144018255,4.99319929036
"(-4.573, -3.196](-0.441, 0.936]",Asia,Israel,470.841276575,4.71854304636
"(-4.573, -3.196](-0.441, 0.936]",Asia,Japan,538.369851382,3.84481062469
"(-4.573, -3.196](-0.441, 0.936]",Asia,Jordan,384.886902321,4.22204888196
"(-4.573, -3.196](-0.441, 0.936]",Asia,Kazakhstan,431.638559386,8.82095238095
"(-4.573, -3.196](-0.441, 0.936]",Asia,Malaysia,423.051466853,4.83522901937
"(-4.573, -3.196](-0.441, 0.936]",Asia,Qatar,379.448878036,4.31041106416
"(-4.573, -3.196](-0.441, 0.936]",Asia,Singapore,568.762755972,9.21999435188
"(-4.573, -3.196](-0.441, 0.936]",Asia,Thailand,441.236692566,5.94755409219
"(-4.573, -3.196](-0.441, 0.936]",Asia,Vietnam,510.624872129,5.79875389408
"(-4.573, -3.196](-0.441, 0.936]",Central America,Costa Rica,406.400161436,3.42590599211
"(-4.573, -3.196](-0.441, 0.936]",Europe,Austria,508.248726763,4.60669317429
"(-4.573, -3.196](-0.441, 0.936]",Europe,Belgium,521.741751298,5.55753857594
"(-4.573, -3.196](-0.441, 0.936]",Europe,Bulgaria,443.213480561,5.73268608414
"(-4.573, -3.196](-0.441, 0.936]",Europe,Croatia,470.188252215,5.87165281625
"(-4.573, -3.196](-0.441, 0.936]",Europe,Czech Republic,520.085614596,3.12942542078
"(-4.573, -3.196](-0.441, 0.936]",Europe,Denmark,488.60515823,4.48697694278
"(-4.573, -3.196](-0.441, 0.936]",Europe,Estonia,522.617693388,6.94350649351
"(-4.573, -3.196](-0.441, 0.936]",Europe,Finland,509.610262006,2.89821428571
"(-4.573, -3.196](-0.441, 0.936]",Europe,France,501.85037828,5.1413081497
"(-4.573, -3.196](-0.441, 0.936]",Europe,Germany,520.695638761,4.71835321277
"(-4.573, -3.196](-0.441, 0.936]",Europe,Greece,454.26040419,5.25222734255
"(-4.573, -3.196](-0.441, 0.936]",Europe,Hungary,486.180753906,6.403714565
"(-4.573, -3.196](-0.441, 0.936]",Europe,Iceland,494.880697337,4.09036144578
"(-4.573, -3.196](-0.441, 0.936]",Europe,Ireland,501.330822227,7.43212177695
"(-4.573, -3.196](-0.441, 0.936]",Europe,Italy,492.295797157,8.57820218997
"(-4.573, -3.196](-0.441, 0.936]",Europe,Latvia,495.957221349,6.44563609467
"(-4.573, -3.196](-0.441, 0.936]",Europe,Liechtenstein,539.416285965,3.23834196891
"(-4.573, -3.196](-0.441, 0.936]",Europe,Lithuania,478.975658597,6.69100169779
"(-4.573, -3.196](-0.441, 0.936]",Europe,Luxembourg,490.836630171,4.57836045811
"(-4.573, -3.196](-0.441, 0.936]",Europe,Montenegro,407.253696202,4.26036542516
"(-4.573, -3.196](-0.441, 0.936]",Europe,Netherlands,519.645476058,5.85966810967
"(-4.573, -3.196](-0.441, 0.936]",Europe,Norway,491.357180635,4.7679614988
"(-4.573, -3.196](-0.441, 0.936]",Europe,Poland,520.612114768,6.64980026631
"(-4.573, -3.196](-0.441, 0.936]",Europe,Portugal,486.360412284,3.7489504618
"(-4.573, -3.196](-0.441, 0.936]",Europe,Romania,446.140522363,7.28895184136
"(-4.573, -3.196](-0.441, 0.936]",Europe,Serbia,448.059651958,4.35598377282
"(-4.573, -3.196](-0.441, 0.936]",Europe,Slovenia,484.949207725,3.4990609069
"(-4.573, -3.196](-0.441, 0.936]",Europe,Spain,496.169836107,6.17617593158
"(-4.573, -3.196](-0.441, 0.936]",Europe,Sweden,482.236806727,3.61510067114
"(-4.573, -3.196](-0.441, 0.936]",Europe,Switzerland,521.245432366,4.05493597687
"(-4.573, -3.196](-0.441, 0.936]",Europe,Turkey,449.053603143,4.23499031633
"(-4.573, -3.196](-0.441, 0.936]",North America,Canada,511.358295874,4.81889068707
"(-4.573, -3.196](-0.441, 0.936]",North America,Mexico,418.916276449,5.39449014731
"(-4.573, -3.196](-0.441, 0.936]",Oceania,Australia,495.472698773,5.73166066607
"(-4.573, -3.196](-0.441, 0.936]",Oceania,New Zealand,504.16790901,4.24750646472
"(-4.573, -3.196](-0.441, 0.936]",South America,Argentina,396.478475176,3.67573964497
"(-4.573, -3.196](-0.441, 0.936]",South America,Brazil,382.971867087,3.42869648954
"(-4.573, -3.196](-0.441, 0.936]",South America,Chile,444.583091382,3.77564102564
"(-4.573, -3.196](-0.441, 0.936]",South America,Colombia,386.646440349,5.40367146101
"(-4.573, -3.196](-0.441, 0.936]",South America,Peru,367.932611163,5.45812941816
"(-4.573, -3.196](-0.441, 0.936]",South America,Uruguay,411.464680671,4.6794165316
"(-4.573, -3.196](0.936, 2.313]",Africa,Tunisia,388.144050773,3.54653828519
"(-4.573, -3.196](0.936, 2.313]",Asia,Indonesia,376.144018255,4.99319929036
"(-4.573, -3.196](0.936, 2.313]",Asia,Israel,470.811257122,4.71877065433
"(-4.573, -3.196](0.936, 2.313]",Asia,Japan,538.369851382,3.84481062469
"(-4.573, -3.196](0.936, 2.313]",Asia,Jordan,384.820774192,4.22317485061
"(-4.573, -3.196](0.936, 2.313]",Asia,Kazakhstan,431.638559386,8.82095238095
"(-4.573, -3.196](0.936, 2.313]",Asia,Malaysia,423.051466853,4.83522901937
"(-4.573, -3.196](0.936, 2.313]",Asia,Qatar,379.436198942,4.31158455393
"(-4.573, -3.196](0.936, 2.313]",Asia,Singapore,568.796809061,9.22106154715
"(-4.573, -3.196](0.936, 2.313]",Asia,Thailand,441.370129522,5.94738078459
"(-4.573, -3.196](0.936, 2.313]",Asia,Vietnam,510.624872129,5.79875389408
"(-4.573, -3.196](0.936, 2.313]",Central America,Costa Rica,406.453250788,3.42590599211
"(-4.573, -3.196](0.936, 2.313]",Europe,Austria,508.401268488,4.60615079365
"(-4.573, -3.196](0.936, 2.313]",Europe,Belgium,521.852985707,5.55936920223
"(-4.573, -3.196](0.936, 2.313]",Europe,Bulgaria,443.252177323,5.73828756058
"(-4.573, -3.196](0.936, 2.313]",Europe,Croatia,470.183330535,5.87538461538
"(-4.573, -3.196](0.936, 2.313]",Europe,Czech Republic,520.124516544,3.13221223543
"(-4.573, -3.196](0.936, 2.313]",Europe,Denmark,488.614669156,4.48645766688
"(-4.573, -3.196](0.936, 2.313]",Europe,Estonia,522.662265581,6.94875121635
"(-4.573, -3.196](0.936, 2.313]",Europe,Finland,509.658462268,2.89885836604
"(-4.573, -3.196](0.936, 2.313]",Europe,France,501.85037828,5.1413081497
"(-4.573, -3.196](0.936, 2.313]",Europe,Germany,520.684733929,4.71417595083
"(-4.573, -3.196](0.936, 2.313]",Europe,Greece,454.371796975,5.25506445672
"(-4.573, -3.196](0.936, 2.313]",Europe,Hungary,486.231235214,6.40260586319
"(-4.573, -3.196](0.936, 2.313]",Europe,Iceland,495.015234294,4.08479262673
"(-4.573, -3.196](0.936, 2.313]",Europe,Ireland,501.376419586,7.43792675357
"(-4.573, -3.196](0.936, 2.313]",Europe,Italy,492.38779357,8.58244775512
"(-4.573, -3.196](0.936, 2.313]",Europe,Latvia,496.029016421,6.44588104913
"(-4.573, -3.196](0.936, 2.313]",Europe,Liechtenstein,539.95154007,3.30412371134
"(-4.573, -3.196](0.936, 2.313]",Europe,Lithuania,479.03204344,6.6869063772
"(-4.573, -3.196](0.936, 2.313]",Europe,Luxembourg,491.081429977,4.58221024259
"(-4.573, -3.196](0.936, 2.313]",Europe,Montenegro,407.250136775,4.2588689849
"(-4.573, -3.196](0.936, 2.313]",Europe,Netherlands,519.728454867,5.85724585436
"(-4.573, -3.196](0.936, 2.313]",Europe,Norway,491.38364122,4.7707618394
"(-4.573, -3.196](0.936, 2.313]",Europe,Poland,520.655134759,6.65136393879
"(-4.573, -3.196](0.936, 2.313]",Europe,Portugal,486.531990059,3.75788005579
"(-4.573, -3.196](0.936, 2.313]",Europe,Romania,446.221914161,7.28805031447
"(-4.573, -3.196](0.936, 2.313]",Europe,Serbia,448.124586959,4.35675675676
"(-4.573, -3.196](0.936, 2.313]",Europe,Slovenia,485.059853146,3.49946380697
"(-4.573, -3.196](0.936, 2.313]",Europe,Spain,496.184613615,6.17472232394
"(-4.573, -3.196](0.936, 2.313]",Europe,Sweden,482.253549003,3.61172529313
"(-4.573, -3.196](0.936, 2.313]",Europe,Switzerland,521.254524854,4.05541042211
"(-4.573, -3.196](0.936, 2.313]",Europe,Turkey,449.053603143,4.23499031633
"(-4.573, -3.196](0.936, 2.313]",North America,Canada,511.556119918,4.82856096668
"(-4.573, -3.196](0.936, 2.313]",North America,Mexico,418.960531673,5.39535439469
"(-4.573, -3.196](0.936, 2.313]",Oceania,Australia,495.531316251,5.73206656173
"(-4.573, -3.196](0.936, 2.313]",Oceania,New Zealand,504.225576299,4.25820730358
