index,continent,CNT,PV1MATH,ST57Q01
"(-3.196, -1.819](2.313, 3.69]",North America,Canada,474.998958605,3.76495910461
"(-3.196, -1.819](2.313, 3.69]",North America,Mexico,415.001829029,5.46611237087
"(-3.196, -1.819](2.313, 3.69]",Oceania,Australia,447.60274604,4.13375130617
"(-3.196, -1.819](2.313, 3.69]",Oceania,New Zealand,452.689618017,3.09465020576
"(-3.196, -1.819](2.313, 3.69]",South America,Argentina,380.143694593,3.38066914498
"(-3.196, -1.819](2.313, 3.69]",South America,Brazil,379.294621269,3.26223392583
"(-3.196, -1.819](2.313, 3.69]",South America,Chile,408.576946083,3.27236315087
"(-3.196, -1.819](2.313, 3.69]",South America,Colombia,381.643559523,5.31933133305
"(-3.196, -1.819](2.313, 3.69]",South America,Peru,372.073379601,5.65399737877
"(-3.196, -1.819](2.313, 3.69]",South America,Uruguay,398.437071937,4.55400440852
"(-1.819, -0.441](-1.819, -0.441]",Africa,Tunisia,396.793645126,3.62925170068
"(-1.819, -0.441](-1.819, -0.441]",Asia,Indonesia,391.090695974,5.39162561576
"(-1.819, -0.441](-1.819, -0.441]",Asia,Israel,459.977096446,4.5955008489
"(-1.819, -0.441](-1.819, -0.441]",Asia,Japan,534.110704121,3.71984856679
"(-1.819, -0.441](-1.819, -0.441]",Asia,Jordan,386.061899983,4.23426365796
"(-1.819, -0.441](-1.819, -0.441]",Asia,Kazakhstan,431.656162862,8.81013378878
"(-1.819, -0.441](-1.819, -0.441]",Asia,Malaysia,425.47283236,4.89713445996
"(-1.819, -0.441](-1.819, -0.441]",Asia,Qatar,371.572855929,4.20393050413
"(-1.819, -0.441](-1.819, -0.441]",Asia,Singapore,567.517755789,9.19611074489
"(-1.819, -0.441](-1.819, -0.441]",Asia,Thailand,448.841454858,6.31217145168
"(-1.819, -0.441](-1.819, -0.441]",Asia,Vietnam,535.715911768,6.61249059443
"(-1.819, -0.441](-1.819, -0.441]",Central America,Costa Rica,413.672118398,3.49692307692
"(-1.819, -0.441](-1.819, -0.441]",Europe,Austria,499.258871444,4.40332387515
"(-1.819, -0.441](-1.819, -0.441]",Europe,Belgium,507.593219361,5.1657388664
"(-1.819, -0.441](-1.819, -0.441]",Europe,Bulgaria,436.042689481,5.38572014772
"(-1.819, -0.441](-1.819, -0.441]",Europe,Croatia,465.239418171,5.75166608208
"(-1.819, -0.441](-1.819, -0.441]",Europe,Czech Republic,509.715849767,3.06414193108
"(-1.819, -0.441](-1.819, -0.441]",Europe,Denmark,472.522343551,4.36963190184
"(-1.819, -0.441](-1.819, -0.441]",Europe,Estonia,513.099000663,6.88614262561
"(-1.819, -0.441](-1.819, -0.441]",Europe,Finland,496.776651322,2.83099668621
"(-1.819, -0.441](-1.819, -0.441]",Europe,France,493.594510364,4.99673069064
"(-1.819, -0.441](-1.819, -0.441]",Europe,Germany,505.457065491,4.62506638343
"(-1.819, -0.441](-1.819, -0.441]",Europe,Greece,443.076295181,4.86352558895
"(-1.819, -0.441](-1.819, -0.441]",Europe,Hungary,478.658487806,6.24970273484
"(-1.819, -0.441](-1.819, -0.441]",Europe,Iceland,473.518339642,3.89927404719
"(-1.819, -0.441](-1.819, -0.441]",Europe,Ireland,490.02066989,7.19051383399
"(-1.819, -0.441](-1.819, -0.441]",Europe,Italy,485.513074682,8.10228571429
"(-1.819, -0.441](-1.819, -0.441]",Europe,Latvia,492.318045646,6.39840134623
"(-1.819, -0.441](-1.819, -0.441]",Europe,Liechtenstein,530.026664216,3.10144927536
"(-1.819, -0.441](-1.819, -0.441]",Europe,Lithuania,473.878561934,6.57776889244
"(-1.819, -0.441](-1.819, -0.441]",Europe,Luxembourg,475.054217669,4.40062527914
"(-1.819, -0.441](-1.819, -0.441]",Europe,Montenegro,404.100527656,4.23908608731
"(-1.819, -0.441](-1.819, -0.441]",Europe,Netherlands,509.846196507,5.70197486535
"(-1.819, -0.441](-1.819, -0.441]",Europe,Norway,480.422169907,4.49279682067
"(-1.819, -0.441](-1.819, -0.441]",Europe,Poland,507.81017207,6.52566735113
"(-1.819, -0.441](-1.819, -0.441]",Europe,Portugal,479.888755578,3.62117099651
"(-1.819, -0.441](-1.819, -0.441]",Europe,Romania,441.902714547,7.11438979964
"(-1.819, -0.441](-1.819, -0.441]",Europe,Serbia,441.190890941,4.2459276917
"(-1.819, -0.441](-1.819, -0.441]",Europe,Slovenia,475.195553018,3.38519243314
"(-1.819, -0.441](-1.819, -0.441]",Europe,Spain,488.635822309,6.02893352463
"(-1.819, -0.441](-1.819, -0.441]",Europe,Sweden,471.319280587,3.38984587489
"(-1.819, -0.441](-1.819, -0.441]",Europe,Switzerland,510.969404576,3.99029126214
"(-1.819, -0.441](-1.819, -0.441]",Europe,Turkey,468.436655036,4.19429901105
"(-1.819, -0.441](-1.819, -0.441]",North America,Canada,497.181299966,4.37669779287
"(-1.819, -0.441](-1.819, -0.441]",North America,Mexico,424.597041671,5.60439395079
"(-1.819, -0.441](-1.819, -0.441]",Oceania,Australia,483.883608754,5.31597566153
"(-1.819, -0.441](-1.819, -0.441]",Oceania,New Zealand,495.302882947,3.98504837291
"(-1.819, -0.441](-1.819, -0.441]",South America,Argentina,398.450159094,3.67735550277
"(-1.819, -0.441](-1.819, -0.441]",South America,Brazil,393.362814387,3.51306608291
"(-1.819, -0.441](-1.819, -0.441]",South America,Chile,428.942680354,3.47705403405
"(-1.819, -0.441](-1.819, -0.441]",South America,Colombia,396.036725944,5.63553113553
"(-1.819, -0.441](-1.819, -0.441]",South America,Peru,384.805698288,5.7442159383
"(-1.819, -0.441](-1.819, -0.441]",South America,Uruguay,414.676776847,4.75244299674
"(-1.819, -0.441](-0.441, 0.936]",Africa,Tunisia,400.994532158,3.64152159897
"(-1.819, -0.441](-0.441, 0.936]",Asia,Indonesia,391.879527405,5.4085106383
"(-1.819, -0.441](-0.441, 0.936]",Asia,Israel,472.743093676,4.71582491582
"(-1.819, -0.441](-0.441, 0.936]",Asia,Japan,538.601481198,3.85209876543
"(-1.819, -0.441](-0.441, 0.936]",Asia,Jordan,388.327193084,4.24839519955
"(-1.819, -0.441](-0.441, 0.936]",Asia,Kazakhstan,432.664610401,8.84623924507
"(-1.819, -0.441](-0.441, 0.936]",Asia,Malaysia,428.497064095,4.99577017977
"(-1.819, -0.441](-0.441, 0.936]",Asia,Qatar,380.734755999,4.33235466823
"(-1.819, -0.441](-0.441, 0.936]",Asia,Singapore,573.469972706,9.36649685346
"(-1.819, -0.441](-0.441, 0.936]",Asia,Thailand,459.628510443,6.53362099964
"(-1.819, -0.441](-0.441, 0.936]",Asia,Vietnam,538.101400189,6.69186046512
"(-1.819, -0.441](-0.441, 0.936]",Central America,Costa Rica,417.283979705,3.56631171346
"(-1.819, -0.441](-0.441, 0.936]",Europe,Austria,509.349372379,4.61844303375
"(-1.819, -0.441](-0.441, 0.936]",Europe,Belgium,523.025976534,5.57373965388
"(-1.819, -0.441](-0.441, 0.936]",Europe,Bulgaria,447.841934317,5.86111111111
"(-1.819, -0.441](-0.441, 0.936]",Europe,Croatia,471.866470316,5.90681458003
"(-1.819, -0.441](-0.441, 0.936]",Europe,Czech Republic,520.584958827,3.13131900058
"(-1.819, -0.441](-0.441, 0.936]",Europe,Denmark,489.816846444,4.49935064935
"(-1.819, -0.441](-0.441, 0.936]",Europe,Estonia,522.858969033,6.9501953125
"(-1.819, -0.441](-0.441, 0.936]",Europe,Finland,511.226711631,2.89614619142
"(-1.819, -0.441](-0.441, 0.936]",Europe,France,503.444064895,5.17252396166
"(-1.819, -0.441](-0.441, 0.936]",Europe,Germany,522.246360201,4.72490272374
"(-1.819, -0.441](-0.441, 0.936]",Europe,Greece,456.821090996,5.30729996812
"(-1.819, -0.441](-0.441, 0.936]",Europe,Hungary,489.75616871,6.48586810229
"(-1.819, -0.441](-0.441, 0.936]",Europe,Iceland,495.088668898,4.09036144578
"(-1.819, -0.441](-0.441, 0.936]",Europe,Ireland,502.189921344,7.45716975212
"(-1.819, -0.441](-0.441, 0.936]",Europe,Italy,493.666266877,8.63018731243
"(-1.819, -0.441](-0.441, 0.936]",Europe,Latvia,497.272510847,6.46910324039
"(-1.819, -0.441](-0.441, 0.936]",Europe,Liechtenstein,540.863895,3.26315789474
"(-1.819, -0.441](-0.441, 0.936]",Europe,Lithuania,481.069175632,6.73030197848
"(-1.819, -0.441](-0.441, 0.936]",Europe,Luxembourg,494.697428239,4.63877355477
"(-1.819, -0.441](-0.441, 0.936]",Europe,Montenegro,409.585404342,4.30963722975
"(-1.819, -0.441](-0.441, 0.936]",Europe,Netherlands,520.453763611,5.864
"(-1.819, -0.441](-0.441, 0.936]",Europe,Norway,492.015441272,4.78119599032
"(-1.819, -0.441](-0.441, 0.936]",Europe,Poland,521.478454983,6.64963012777
"(-1.819, -0.441](-0.441, 0.936]",Europe,Portugal,494.369267513,3.86280679673
"(-1.819, -0.441](-0.441, 0.936]",Europe,Romania,449.225757869,7.42620232172
"(-1.819, -0.441](-0.441, 0.936]",Europe,Serbia,449.681298419,4.34016678249
"(-1.819, -0.441](-0.441, 0.936]",Europe,Slovenia,485.347807496,3.5012145749
"(-1.819, -0.441](-0.441, 0.936]",Europe,Spain,499.383557289,6.22630474859
"(-1.819, -0.441](-0.441, 0.936]",Europe,Sweden,483.26979989,3.61702849389
"(-1.819, -0.441](-0.441, 0.936]",Europe,Switzerland,522.493015058,4.06195060695
"(-1.819, -0.441](-0.441, 0.936]",Europe,Turkey,471.739349464,4.21135469365
"(-1.819, -0.441](-0.441, 0.936]",North America,Canada,511.735313324,4.82207273802
"(-1.819, -0.441](-0.441, 0.936]",North America,Mexico,429.417732199,5.69407008086
"(-1.819, -0.441](-0.441, 0.936]",Oceania,Australia,496.329785252,5.74878076443
"(-1.819, -0.441](-0.441, 0.936]",Oceania,New Zealand,505.344850194,4.24654979485
"(-1.819, -0.441](-0.441, 0.936]",South America,Argentina,405.763004406,3.76509368494
"(-1.819, -0.441](-0.441, 0.936]",South America,Brazil,397.661087893,3.58590595285
"(-1.819, -0.441](-0.441, 0.936]",South America,Chile,453.295220053,3.85965379494
"(-1.819, -0.441](-0.441, 0.936]",South America,Colombia,399.108412816,5.71750696732
"(-1.819, -0.441](-0.441, 0.936]",South America,Peru,389.845983965,5.7904
"(-1.819, -0.441](-0.441, 0.936]",South America,Uruguay,424.705261012,4.78895300907
"(-1.819, -0.441](0.936, 2.313]",Africa,Tunisia,401.036514198,3.64152159897
"(-1.819, -0.441](0.936, 2.313]",Asia,Indonesia,391.879527405,5.4085106383
"(-1.819, -0.441](0.936, 2.313]",Asia,Israel,472.709664401,4.71606182796
"(-1.819, -0.441](0.936, 2.313]",Asia,Japan,538.601481198,3.85209876543
"(-1.819, -0.441](0.936, 2.313]",Asia,Jordan,388.250715679,4.24958170664
"(-1.819, -0.441](0.936, 2.313]",Asia,Kazakhstan,432.664610401,8.84623924507
"(-1.819, -0.441](0.936, 2.313]",Asia,Malaysia,428.497064095,4.99577017977
"(-1.819, -0.441](0.936, 2.313]",Asia,Qatar,380.710888095,4.33333333333
"(-1.819, -0.441](0.936, 2.313]",Asia,Singapore,573.505203038,9.36758538047
"(-1.819, -0.441](0.936, 2.313]",Asia,Thailand,459.802268466,6.53230437904
"(-1.819, -0.441](0.936, 2.313]",Asia,Vietnam,538.101400189,6.69186046512
"(-1.819, -0.441](0.936, 2.313]",Central America,Costa Rica,417.352418724,3.56631171346
"(-1.819, -0.441](0.936, 2.313]",Europe,Austria,509.501122599,4.61787262421
"(-1.819, -0.441](0.936, 2.313]",Europe,Belgium,523.136598939,5.57555847569
"(-1.819, -0.441](0.936, 2.313]",Europe,Bulgaria,447.876046435,5.86675684816
"(-1.819, -0.441](0.936, 2.313]",Europe,Croatia,471.860705183,5.91064638783
"(-1.819, -0.441](0.936, 2.313]",Europe,Czech Republic,520.623447592,3.13410740203
"(-1.819, -0.441](0.936, 2.313]",Europe,Denmark,489.825148575,4.49881081081
"(-1.819, -0.441](0.936, 2.313]",Europe,Estonia,522.903264078,6.95544715447
"(-1.819, -0.441](0.936, 2.313]",Europe,Finland,511.27369993,2.89680101211
"(-1.819, -0.441](0.936, 2.313]",Europe,France,503.444064895,5.17252396166
"(-1.819, -0.441](0.936, 2.313]",Europe,Germany,522.232272418,4.72066822067
"(-1.819, -0.441](0.936, 2.313]",Europe,Greece,456.932259426,5.3101910828
"(-1.819, -0.441](0.936, 2.313]",Europe,Hungary,489.806918081,6.48469559368
"(-1.819, -0.441](0.936, 2.313]",Europe,Iceland,495.222139517,4.08479262673
"(-1.819, -0.441](0.936, 2.313]",Europe,Ireland,502.234870852,7.46300940439
"(-1.819, -0.441](0.936, 2.313]",Europe,Italy,493.757226748,8.63441471226
"(-1.819, -0.441](0.936, 2.313]",Europe,Latvia,497.344034464,6.46932630787
"(-1.819, -0.441](0.936, 2.313]",Europe,Liechtenstein,541.398372695,3.32984293194
"(-1.819, -0.441](0.936, 2.313]",Europe,Lithuania,481.124999821,6.72607489598
"(-1.819, -0.441](0.936, 2.313]",Europe,Luxembourg,494.929836544,4.64244923858
"(-1.819, -0.441](0.936, 2.313]",Europe,Montenegro,409.581170525,4.30805860806
"(-1.819, -0.441](0.936, 2.313]",Europe,Netherlands,520.53719882,5.86155523256
"(-1.819, -0.441](0.936, 2.313]",Europe,Norway,492.040872643,4.7839889579
"(-1.819, -0.441](0.936, 2.313]",Europe,Poland,521.521394676,6.65120967742
"(-1.819, -0.441](0.936, 2.313]",Europe,Portugal,494.540621584,3.8724137931
"(-1.819, -0.441](0.936, 2.313]",Europe,Romania,449.308450951,7.42511597084
"(-1.819, -0.441](0.936, 2.313]",Europe,Serbia,449.747014661,4.34097222222
"(-1.819, -0.441](0.936, 2.313]",Europe,Slovenia,485.458570852,3.50161812298
"(-1.819, -0.441](0.936, 2.313]",Europe,Spain,499.395237113,6.22474122055
"(-1.819, -0.441](0.936, 2.313]",Europe,Sweden,483.284899081,3.61361327464
"(-1.819, -0.441](0.936, 2.313]",Europe,Switzerland,522.50086636,4.06242162463
"(-1.819, -0.441](0.936, 2.313]",Europe,Turkey,471.739349464,4.21135469365
"(-1.819, -0.441](0.936, 2.313]",North America,Canada,511.932356171,4.83177570093
"(-1.819, -0.441](0.936, 2.313]",North America,Mexico,429.471258431,5.69498485358
"(-1.819, -0.441](0.936, 2.313]",Oceania,Australia,496.388343111,5.74917828403
"(-1.819, -0.441](0.936, 2.313]",Oceania,New Zealand,505.40197852,4.2573556797
"(-1.819, -0.441](0.936, 2.313]",South America,Argentina,405.789631053,3.76509368494
"(-1.819, -0.441](0.936, 2.313]",South America,Brazil,397.680565079,3.58543891638
"(-1.819, -0.441](0.936, 2.313]",South America,Chile,453.623999917,3.87161803714
"(-1.819, -0.441](0.936, 2.313]",South America,Colombia,399.100380045,5.71750696732
"(-1.819, -0.441](0.936, 2.313]",South America,Peru,389.845983965,5.7904
"(-1.819, -0.441](0.936, 2.313]",South America,Uruguay,424.784815722,4.79662412515
"(-1.819, -0.441](2.313, 3.69]",Africa,Tunisia,418.949520186,3.67763157895
"(-1.819, -0.441](2.313, 3.69]",Asia,Indonesia,416.606229074,5.68399168399
"(-1.819, -0.441](2.313, 3.69]",Asia,Israel,477.341266224,4.70166379805
"(-1.819, -0.441](2.313, 3.69]",Asia,Japan,551.067186186,4.13269550749
"(-1.819, -0.441](2.313, 3.69]",Asia,Jordan,399.124171941,4.46543277082
"(-1.819, -0.441](2.313, 3.69]",Asia,Kazakhstan,443.188107729,9.48558139535
"(-1.819, -0.441](2.313, 3.69]",Asia,Malaysia,450.191309121,5.57606837607
"(-1.819, -0.441](2.313, 3.69]",Asia,Qatar,379.820877355,4.33776223776
"(-1.819, -0.441](2.313, 3.69]",Asia,Singapore,590.367935709,9.79507727533
"(-1.819, -0.441](2.313, 3.69]",Asia,Thailand,484.971187835,7.27245804541
"(-1.819, -0.441](2.313, 3.69]",Asia,Vietnam,566.957691555,7.13813813814
"(-1.819, -0.441](2.313, 3.69]",Central America,Costa Rica,432.017244547,3.74647887324
"(-1.819, -0.441](2.313, 3.69]",Europe,Austria,513.534106164,4.56447831184
"(-1.819, -0.441](2.313, 3.69]",Europe,Belgium,522.979123916,5.52347959969
"(-1.819, -0.441](2.313, 3.69]",Europe,Bulgaria,458.972793193,6.01214574899
"(-1.819, -0.441](2.313, 3.69]",Europe,Croatia,482.952088121,6.3885400314
"(-1.819, -0.441](2.313, 3.69]",Europe,Czech Republic,530.589519155,3.25609149677
"(-1.819, -0.441](2.313, 3.69]",Europe,Denmark,485.576670538,4.34376377259
"(-1.819, -0.441](2.313, 3.69]",Europe,Estonia,521.540990734,6.98551599276
"(-1.819, -0.441](2.313, 3.69]",Europe,Finland,505.295882435,2.8938547486
"(-1.819, -0.441](2.313, 3.69]",Europe,France,515.773386313,5.36061538462
"(-1.819, -0.441](2.313, 3.69]",Europe,Germany,522.768021903,4.81847133758
"(-1.819, -0.441](2.313, 3.69]",Europe,Greece,457.713573198,5.27656477438
"(-1.819, -0.441](2.313, 3.69]",Europe,Hungary,502.141089005,7.03129770992
"(-1.819, -0.441](2.313, 3.69]",Europe,Iceland,477.861286226,3.90183387271
"(-1.819, -0.441](2.313, 3.69]",Europe,Ireland,504.313740811,7.6462006079
"(-1.819, -0.441](2.313, 3.69]",Europe,Italy,499.979630314,8.80338909407
"(-1.819, -0.441](2.313, 3.69]",Europe,Latvia,513.696479523,6.86737000754
"(-1.819, -0.441](2.313, 3.69]",Europe,Liechtenstein,543.572507742,3.11428571429
"(-1.819, -0.441](2.313, 3.69]",Europe,Lithuania,492.51144148,6.95706371191
"(-1.819, -0.441](2.313, 3.69]",Europe,Luxembourg,493.011104651,4.72826880935
"(-1.819, -0.441](2.313, 3.69]",Europe,Montenegro,419.004739866,4.32948810382
"(-1.819, -0.441](2.313, 3.69]",Europe,Netherlands,520.013937786,5.86379716981
"(-1.819, -0.441](2.313, 3.69]",Europe,Norway,485.600493579,4.59525258673
"(-1.819, -0.441](2.313, 3.69]",Europe,Poland,532.76330789,6.82220131703
"(-1.819, -0.441](2.313, 3.69]",Europe,Portugal,503.742280256,3.94037656904
"(-1.819, -0.441](2.313, 3.69]",Europe,Romania,464.935608102,7.84832451499
"(-1.819, -0.441](2.313, 3.69]",Europe,Serbia,457.37306709,4.31022530329
"(-1.819, -0.441](2.313, 3.69]",Europe,Slovenia,492.243235941,3.4806505889
"(-1.819, -0.441](2.313, 3.69]",Europe,Spain,505.295441293,6.31306540116
"(-1.819, -0.441](2.313, 3.69]",Europe,Sweden,480.708586102,3.55248618785
"(-1.819, -0.441](2.313, 3.69]",Europe,Switzerland,524.243063739,4.10863874346
"(-1.819, -0.441](2.313, 3.69]",Europe,Turkey,505.173492244,4.12972972973
"(-1.819, -0.441](2.313, 3.69]",North America,Canada,504.50516089,4.57682016617
"(-1.819, -0.441](2.313, 3.69]",North America,Mexico,438.950285753,5.80945264338
"(-1.819, -0.441](2.313, 3.69]",Oceania,Australia,498.210452283,5.75509411993
"(-1.819, -0.441](2.313, 3.69]",Oceania,New Zealand,516.107338889,4.40517799353
"(-1.819, -0.441](2.313, 3.69]",South America,Argentina,420.190242568,4.01524132091
"(-1.819, -0.441](2.313, 3.69]",South America,Brazil,417.650476264,3.92841569767
"(-1.819, -0.441](2.313, 3.69]",South America,Chile,453.982517572,3.73172757475
"(-1.819, -0.441](2.313, 3.69]",South America,Colombia,419.295846926,6.13096037609
"(-1.819, -0.441](2.313, 3.69]",South America,Peru,409.491811533,5.9146039604
"(-1.819, -0.441](2.313, 3.69]",South America,Uruguay,443.677137414,5.09517766497
"(-0.441, 0.936](-0.441, 0.936]",Africa,Tunisia,426.250098857,3.69956458636
"(-0.441, 0.936](-0.441, 0.936]",Asia,Indonesia,418.506700759,5.72709163347
"(-0.441, 0.936](-0.441, 0.936]",Asia,Israel,489.3244274,4.8256257955
"(-0.441, 0.936](-0.441, 0.936]",Asia,Japan,555.68078188,4.27431059507
"(-0.441, 0.936](-0.441, 0.936]",Asia,Jordan,401.650550125,4.46588693957
"(-0.441, 0.936](-0.441, 0.936]",Asia,Kazakhstan,444.328926947,9.51651785714
"(-0.441, 0.936](-0.441, 0.936]",Asia,Malaysia,454.703889471,5.73307392996
"(-0.441, 0.936](-0.441, 0.936]",Asia,Qatar,387.579956132,4.43696724989
"(-0.441, 0.936](-0.441, 0.936]",Asia,Singapore,596.607026543,9.98390243902
"(-0.441, 0.936](-0.441, 0.936]",Asia,Thailand,499.728790645,7.51476154428
"(-0.441, 0.936](-0.441, 0.936]",Asia,Vietnam,571.806320812,7.36052631579
"(-0.441, 0.936](-0.441, 0.936]",Central America,Costa Rica,437.48815128,3.86466942149
"(-0.441, 0.936](-0.441, 0.936]",Europe,Austria,523.723199913,4.81496415771
"(-0.441, 0.936](-0.441, 0.936]",Europe,Belgium,538.88479962,5.94775365977
"(-0.441, 0.936](-0.441, 0.936]",Europe,Bulgaria,472.842857754,6.62971428571
"(-0.441, 0.936](-0.441, 0.936]",Europe,Croatia,492.802214303,6.57604562738
"(-0.441, 0.936](-0.441, 0.936]",Europe,Czech Republic,541.519132856,3.30888183981
"(-0.441, 0.936](-0.441, 0.936]",Europe,Denmark,502.942300945,4.51860016533
"(-0.441, 0.936](-0.441, 0.936]",Europe,Estonia,532.639862183,7.04599734631
"(-0.441, 0.936](-0.441, 0.936]",Europe,Finland,519.660878731,2.94964493221
"(-0.441, 0.936](-0.441, 0.936]",Europe,France,525.936419123,5.54135338346
"(-0.441, 0.936](-0.441, 0.936]",Europe,Germany,539.399739835,4.88214101904
"(-0.441, 0.936](-0.441, 0.936]",Europe,Greece,474.144436381,5.81991215227
"(-0.441, 0.936](-0.441, 0.936]",Europe,Hungary,514.939302262,7.23081296191
"(-0.441, 0.936](-0.441, 0.936]",Europe,Iceland,499.084539968,4.10842158346
"(-0.441, 0.936](-0.441, 0.936]",Europe,Ireland,517.084811445,7.88531711555
"(-0.441, 0.936](-0.441, 0.936]",Europe,Italy,508.193327054,9.40541386325
"(-0.441, 0.936](-0.441, 0.936]",Europe,Latvia,518.284730254,6.90336658354
"(-0.441, 0.936](-0.441, 0.936]",Europe,Liechtenstein,552.251903896,3.30573248408
"(-0.441, 0.936](-0.441, 0.936]",Europe,Lithuania,500.065040249,7.11896929825
"(-0.441, 0.936](-0.441, 0.936]",Europe,Luxembourg,513.463980713,4.92879256966
"(-0.441, 0.936](-0.441, 0.936]",Europe,Montenegro,425.931620331,4.43003003003
"(-0.441, 0.936](-0.441, 0.936]",Europe,Netherlands,530.868584682,6.02660054103
"(-0.441, 0.936](-0.441, 0.936]",Europe,Norway,497.142870971,4.89021006738
"(-0.441, 0.936](-0.441, 0.936]",Europe,Poland,549.948008558,6.95255930087
"(-0.441, 0.936](-0.441, 0.936]",Europe,Portugal,524.520853308,4.31125401929
"(-0.441, 0.936](-0.441, 0.936]",Europe,Romania,476.463479625,8.37678062678
"(-0.441, 0.936](-0.441, 0.936]",Europe,Serbia,469.745010923,4.47392739274
"(-0.441, 0.936](-0.441, 0.936]",Europe,Slovenia,503.663568545,3.63294797688
"(-0.441, 0.936](-0.441, 0.936]",Europe,Spain,517.170990511,6.53464947623
"(-0.441, 0.936](-0.441, 0.936]",Europe,Sweden,492.630323894,3.78405735976
"(-0.441, 0.936](-0.441, 0.936]",Europe,Switzerland,536.156377687,4.17173994739
"(-0.441, 0.936](-0.441, 0.936]",Europe,Turkey,510.890131573,4.18536585366
"(-0.441, 0.936](-0.441, 0.936]",North America,Canada,519.421597464,5.04123159304
"(-0.441, 0.936](-0.441, 0.936]",North America,Mexico,446.149511923,5.95624456679
"(-0.441, 0.936](-0.441, 0.936]",Oceania,Australia,510.70484911,6.19658119658
"(-0.441, 0.936](-0.441, 0.936]",Oceania,New Zealand,525.910530101,4.67674180328
"(-0.441, 0.936](-0.441, 0.936]",South America,Argentina,429.540072264,4.1014964216
"(-0.441, 0.936](-0.441, 0.936]",South America,Brazil,425.635253999,4.05865384615
"(-0.441, 0.936](-0.441, 0.936]",South America,Chile,482.950886681,4.24944616748
"(-0.441, 0.936](-0.441, 0.936]",South America,Colombia,424.938839122,6.29306071871
"(-0.441, 0.936](-0.441, 0.936]",South America,Peru,418.366402883,6.00410677618
"(-0.441, 0.936](-0.441, 0.936]",South America,Uruguay,459.96112835,5.08920187793
"(-0.441, 0.936](0.936, 2.313]",Africa,Tunisia,426.288329153,3.69956458636
"(-0.441, 0.936](0.936, 2.313]",Asia,Indonesia,418.506700759,5.72709163347
"(-0.441, 0.936](0.936, 2.313]",Asia,Israel,489.250507193,4.82564536606
"(-0.441, 0.936](0.936, 2.313]",Asia,Japan,555.68078188,4.27431059507
"(-0.441, 0.936](0.936, 2.313]",Asia,Jordan,401.487033259,4.46763990268
"(-0.441, 0.936](0.936, 2.313]",Asia,Kazakhstan,444.328926947,9.51651785714
"(-0.441, 0.936](0.936, 2.313]",Asia,Malaysia,454.703889471,5.73307392996
"(-0.441, 0.936](0.936, 2.313]",Asia,Qatar,387.485715426,4.43690396984
"(-0.441, 0.936](0.936, 2.313]",Asia,Singapore,596.657170865,9.98537298879
"(-0.441, 0.936](0.936, 2.313]",Asia,Thailand,499.962707727,7.50829562594
"(-0.441, 0.936](0.936, 2.313]",Asia,Vietnam,571.806320812,7.36052631579
"(-0.441, 0.936](0.936, 2.313]",Central America,Costa Rica,437.620192697,3.86466942149
"(-0.441, 0.936](0.936, 2.313]",Europe,Austria,523.886289478,4.81367292225
"(-0.441, 0.936](0.936, 2.313]",Europe,Belgium,538.999584024,5.94915680846
"(-0.441, 0.936](0.936, 2.313]",Europe,Bulgaria,472.840404579,6.63703703704
"(-0.441, 0.936](0.936, 2.313]",Europe,Croatia,492.773386534,6.58328055731
"(-0.441, 0.936](0.936, 2.313]",Europe,Czech Republic,541.539605,3.31247524752
"(-0.441, 0.936](0.936, 2.313]",Europe,Denmark,502.93423569,4.51788662631
"(-0.441, 0.936](0.936, 2.313]",Europe,Estonia,532.677857933,7.05300353357
"(-0.441, 0.936](0.936, 2.313]",Europe,Finland,519.705357634,2.95035460993
"(-0.441, 0.936](0.936, 2.313]",Europe,France,525.936419123,5.54135338346
"(-0.441, 0.936](0.936, 2.313]",Europe,Germany,539.335622087,4.87621982537
"(-0.441, 0.936](0.936, 2.313]",Europe,Greece,474.272747201,5.82358674464
"(-0.441, 0.936](0.936, 2.313]",Europe,Hungary,515.006853057,7.22840909091
"(-0.441, 0.936](0.936, 2.313]",Europe,Iceland,499.20439512,4.1022556391
"(-0.441, 0.936](0.936, 2.313]",Europe,Ireland,517.121934335,7.89284164859
"(-0.441, 0.936](0.936, 2.313]",Europe,Italy,508.289338276,9.40986421102
"(-0.441, 0.936](0.936, 2.313]",Europe,Latvia,518.361238043,6.90292470442
"(-0.441, 0.936](0.936, 2.313]",Europe,Liechtenstein,552.80103133,3.38607594937
"(-0.441, 0.936](0.936, 2.313]",Europe,Lithuania,500.126743491,7.11165845649
"(-0.441, 0.936](0.936, 2.313]",Europe,Luxembourg,513.609815714,4.93120070114
"(-0.441, 0.936](0.936, 2.313]",Europe,Montenegro,425.918335387,4.42737094838
"(-0.441, 0.936](0.936, 2.313]",Europe,Netherlands,530.964076261,6.02342342342
"(-0.441, 0.936](0.936, 2.313]",Europe,Norway,497.161677599,4.89319620253
"(-0.441, 0.936](0.936, 2.313]",Europe,Poland,549.992889668,6.95511221945
"(-0.441, 0.936](0.936, 2.313]",Europe,Portugal,524.698981423,4.3273771538
"(-0.441, 0.936](0.936, 2.313]",Europe,Romania,476.579098172,8.3724235963
"(-0.441, 0.936](0.936, 2.313]",Europe,Serbia,469.844462664,4.47528015821
"(-0.441, 0.936](0.936, 2.313]",Europe,Slovenia,503.796316229,3.63340206186
